timestamp,Starboard Thermal Radiator Rotating Joint (TRRJ) Position [°],Loop A (Stbd) Pump Flowrate [kg/hr],Loop A (Stbd) PM Out Press [kPa],Loop A (Stbd) PM Out Temp [°C]
1751871420,45.36621,3385.11353,2010.76489,4.07714
1751871480,45.3717,3399.14526,2010.76489,4.07714
1751871540,45.36071,3399.14526,2008.65234,4.07714
1751871600,45.37719,3414.15479,2008.65234,4.01456
1751871660,45.34973,3399.14526,2008.65234,4.01456
1751871720,45.34973,3399.14526,2008.65234,4.01456
1751871780,45.34973,3399.14526,2008.65234,4.01456
1751871840,45.34973,3399.14526,2008.65234,4.01456
1751871900,45.34973,3399.14526,2008.65234,4.01456
1751871960,45.34973,3399.14526,2008.65234,4.01456
1751872020,45.37719,3385.11353,1995.97705,3.57656
1751872080,45.36071,3414.15479,1993.86438,3.57656
1751872140,45.34973,3399.14526,1991.75183,3.57656
1751872200,45.36071,3414.15479,1989.63928,3.57656
1751872260,45.3717,3399.14526,1989.63928,3.63913
1751872320,45.37719,3399.14526,1987.52673,3.57656
1751872380,45.37719,3385.11353,1987.52673,3.57656
1751872440,45.3717,3385.11353,1985.41418,3.63913
1751872500,45.35522,3399.14526,1985.41418,3.57656
1751872560,45.3717,3385.11353,1983.30164,3.63913
1751872620,45.35522,3385.11353,1981.18909,3.57656
1751872680,45.35522,3385.11353,1981.18909,3.63913
1751872740,45.34973,3371.6665,1979.07654,3.63913
1751872800,45.35522,3371.6665,1981.18909,3.57656
1751872860,45.35522,3385.11353,1981.18909,3.63913
1751872920,45.37719,3385.11353,1981.18909,3.7017
1751872980,45.37719,3385.11353,1981.18909,3.7017
1751873040,45.35522,3385.11353,1979.07654,3.7017
1751873100,45.37719,3371.6665,1979.07654,3.63913
1751873160,45.3717,3371.6665,1979.07654,3.7017
1751873220,45.3717,3371.6665,1979.07654,3.7017
1751873280,45.3717,3371.6665,1976.96399,3.7017
1751873340,45.35522,3385.11353,1976.96399,3.63913
1751873400,45.36071,3385.11353,1974.85144,3.7017
1751873460,45.37719,3371.6665,1974.85144,3.63913
1751873520,45.3717,3385.11353,1974.85144,3.57656
1751873580,45.35522,3385.11353,1974.85144,3.57656
1751873640,45.35522,3399.14526,1972.73889,3.63913
1751873700,45.35522,3385.11353,1972.73889,3.63913
1751873760,45.37719,3385.11353,1972.73889,3.63913
1751873820,45.35522,3385.11353,1968.51379,3.63913
1751873880,45.36071,3385.11353,1970.62634,3.7017
1751873940,45.34973,3358.21924,1968.51379,3.63913
1751874000,45.37719,3358.21924,1966.40125,3.63913
1751874060,45.3717,3371.6665,1966.40125,3.63913
1751874120,45.37719,3371.6665,1966.40125,3.63913
1751874180,45.35522,3385.11353,1964.2887,3.7017
1751874240,45.36621,3385.11353,1964.2887,3.63913
1751874300,45.36071,3371.6665,1962.17615,3.63913
1751874360,45.35522,3371.6665,1964.2887,3.63913
1751874420,45.35522,3358.21924,1962.17615,3.7017
1751874480,45.36071,3371.6665,1962.17615,3.7017
1751874540,45.3717,3385.11353,1962.17615,3.7017
1751874600,45.3717,3371.6665,1962.17615,3.7017
1751874660,45.36621,3358.21924,1962.17615,3.7017
1751874720,45.3717,3371.6665,1962.17615,3.76427
1751874780,45.35522,3399.14526,1962.17615,3.7017
1751874840,45.3717,3358.21924,1964.2887,3.7017
1751874900,45.35522,3385.11353,1964.2887,3.7017
1751874960,45.34973,3385.11353,1966.40125,3.63913
1751875020,45.37719,3371.6665,1966.40125,3.7017
1751875080,45.35522,3371.6665,1968.51379,3.76427
1751875140,45.3717,3371.6665,1970.62634,3.82685
1751875200,45.35522,3371.6665,1972.73889,3.88942
1751875260,45.35522,3371.6665,1972.73889,4.01456
1751875320,45.36071,3358.21924,1974.85144,4.07714
1751875380,45.35522,3371.6665,1976.96399,4.13971
1751875440,45.37719,3385.11353,1979.07654,4.07714
1751875500,45.3717,3371.6665,1979.07654,4.07714
1751875560,45.35522,3358.21924,1981.18909,4.13971
1751875620,45.37719,3385.11353,1983.30164,4.01456
1751875680,45.35522,3385.11353,1985.41418,4.07714
1751875740,45.35522,3371.6665,1987.52673,4.13971
1751875800,45.3717,3371.6665,1987.52673,4.13971
1751875860,45.35522,3371.6665,1989.63928,4.07714
1751875920,45.35522,3385.11353,1991.75183,4.07714
1751875980,45.36621,3385.11353,1991.75183,4.13971
1751876040,45.35522,3385.11353,1993.86438,4.13971
1751876100,45.3717,3371.6665,1995.97705,4.13971
1751876160,45.34973,3371.6665,1995.97705,4.13971
1751876220,45.35522,3371.6665,1998.0896,4.13971
1751876280,45.3717,3385.11353,2000.20215,4.13971
1751876340,45.35522,3385.11353,2000.20215,4.07714
1751876400,45.3717,3385.11353,2002.3147,4.07714
1751876460,45.35522,3385.11353,2004.42725,4.13971
1751876520,45.34973,3371.6665,2004.42725,4.13971
1751876580,45.35522,3385.11353,2006.53979,4.07714
1751876640,45.35522,3385.11353,2008.65234,4.13971
1751876700,45.3717,3385.11353,2010.76489,4.13971
1751876760,45.3717,3414.15479,2010.76489,4.13971
1751876820,45.36071,3385.11353,2010.76489,4.13971
1751876880,45.35522,3399.14526,2010.76489,4.13971
1751876940,45.3717,3399.14526,2012.87744,4.13971
1751877000,45.36071,3399.14526,2012.87744,4.13971
1751877060,45.35522,3414.15479,2010.76489,4.07714
1751877120,45.35522,3414.15479,2010.76489,4.07714
1751877180,45.36621,3414.15479,2008.65234,3.95199
1751877240,45.35522,3414.15479,2008.65234,3.88942
1751877300,45.35522,3414.15479,2004.42725,3.7017
1751877360,45.37719,3414.15479,2004.42725,3.57656
1751877420,45.35522,3414.15479,2002.3147,3.57656
1751877480,45.35522,3414.15479,2002.3147,3.57656
1751877540,45.35522,3414.15479,2002.3147,3.57656
1751877600,45.35522,3414.15479,2002.3147,3.57656
1751877660,45.35522,3414.15479,2002.3147,3.57656
1751877720,45.35522,3414.15479,2002.3147,3.57656
1751877780,45.37719,3399.14526,1991.75183,3.57656
1751877840,45.37719,3399.14526,1989.63928,3.57656
1751877900,45.36621,3385.11353,1987.52673,3.57656
1751877960,45.35522,3399.14526,1987.52673,3.57656
1751878020,45.36071,3385.11353,1985.41418,3.57656
1751878080,45.37719,3385.11353,1983.30164,3.63913
1751878140,45.35522,3385.11353,1983.30164,3.63913
1751878200,45.3717,3385.11353,1983.30164,3.63913
1751878260,45.3717,3385.11353,1983.30164,3.7017
1751878320,45.35522,3385.11353,1983.30164,3.63913
1751878380,45.35522,3371.6665,1983.30164,3.63913
1751878440,45.37719,3385.11353,1983.30164,3.63913
1751878500,45.37719,3385.11353,1983.30164,3.7017
1751878560,45.3717,3371.6665,1981.18909,3.63913
1751878620,45.37719,3358.21924,1983.30164,3.63913
1751878680,45.35522,3399.14526,1983.30164,3.63913
1751878740,45.37719,3385.11353,1983.30164,3.63913
1751878800,45.35522,3385.11353,1983.30164,3.7017
1751878860,45.36071,3371.6665,1983.30164,3.7017
1751878920,45.37719,3399.14526,1981.18909,3.7017
1751878980,45.35522,3371.6665,1981.18909,3.82685
1751879040,45.36621,3385.11353,1979.07654,3.82685
1751879100,45.36621,3385.11353,1979.07654,3.82685
1751879160,45.3717,3385.11353,1979.07654,3.76427
1751879220,45.36621,3385.11353,1976.96399,3.63913
1751879280,45.35522,3385.11353,1976.96399,3.57656
1751879340,45.35522,3399.14526,1974.85144,3.63913
1751879400,45.36071,3385.11353,1972.73889,3.57656
1751879460,45.34973,3371.6665,1970.62634,3.63913
1751879520,45.36621,3385.11353,1970.62634,3.63913
1751879580,45.35522,3385.11353,1970.62634,3.63913
1751879640,45.3717,3371.6665,1968.51379,3.63913
1751879700,45.36621,3385.11353,1968.51379,3.57656
1751879760,45.37719,3371.6665,1966.40125,3.63913
1751879820,45.3717,3385.11353,1966.40125,3.7017
1751879880,45.34973,3385.11353,1964.2887,3.63913
1751879940,45.37719,3371.6665,1964.2887,3.63913
1751880000,45.36071,3385.11353,1964.2887,3.63913
1751880060,45.35522,3385.11353,1962.17615,3.7017
1751880120,45.36071,3371.6665,1962.17615,3.7017
1751880180,45.3717,3385.11353,1962.17615,3.7017
1751880240,45.37719,3371.6665,1962.17615,3.7017
1751880300,45.35522,3371.6665,1962.17615,3.7017
1751880360,45.37719,3371.6665,1964.2887,3.7017
1751880420,45.35522,3371.6665,1964.2887,3.63913
1751880480,45.35522,3358.21924,1964.2887,3.7017
1751880540,45.36071,3371.6665,1966.40125,3.7017
1751880600,45.35522,3371.6665,1968.51379,3.7017
1751880660,45.35522,3371.6665,1968.51379,3.76427
1751880720,45.34973,3358.21924,1970.62634,3.82685
1751880780,45.3717,3358.21924,1972.73889,3.82685
1751880840,45.34973,3371.6665,1972.73889,3.95199
1751880900,45.3717,3371.6665,1974.85144,4.07714
1751880960,45.35522,3371.6665,1976.96399,4.13971
1751881020,45.36071,3399.14526,1979.07654,4.13971
1751881080,45.34973,3371.6665,1981.18909,4.13971
1751881140,45.37719,3371.6665,1983.30164,4.13971
1751881200,45.35522,3371.6665,1983.30164,4.07714
1751881260,45.36621,3385.11353,1985.41418,4.07714
1751881320,45.3717,3371.6665,1987.52673,4.07714
1751881380,45.36071,3385.11353,1987.52673,4.07714
1751881440,45.36621,3385.11353,1991.75183,4.07714
1751881500,45.36071,3371.6665,1991.75183,4.13971
1751881560,45.36621,3385.11353,1991.75183,4.13971
1751881620,45.35522,3385.11353,1993.86438,4.13971
1751881680,45.35522,3371.6665,1995.97705,4.07714
1751881740,45.35522,3385.11353,1998.0896,4.13971
1751881800,45.35522,3385.11353,2000.20215,4.07714
1751881860,45.35522,3399.14526,2000.20215,4.13971
1751881920,45.36621,3371.6665,2000.20215,4.13971
1751881980,45.34973,3385.11353,2002.3147,4.07714
1751882040,45.37719,3399.14526,2004.42725,4.13971
1751882100,45.36621,3385.11353,2004.42725,4.13971
1751882160,45.36621,3385.11353,2008.65234,4.07714
1751882220,45.3717,3385.11353,2008.65234,4.13971
1751882280,45.36621,3385.11353,2010.76489,4.13971
1751882340,45.37719,3399.14526,2010.76489,4.07714
1751882400,45.37719,3399.14526,2010.76489,4.13971
1751882460,45.36621,3399.14526,2010.76489,4.13971
1751882520,45.3717,3414.15479,2012.87744,4.07714
1751882580,45.36621,3414.15479,2010.76489,4.13971
1751882640,45.37719,3429.16431,2010.76489,4.13971
1751882700,45.35522,3399.14526,2008.65234,4.07714
1751882760,45.37719,3429.16431,2008.65234,3.95199
1751882820,45.37719,3414.15479,2006.53979,3.82685
1751882880,45.37719,3414.15479,2004.42725,3.7017
1751882940,45.37719,3399.14526,2002.3147,3.57656
1751883000,45.3717,3429.16431,2000.20215,3.57656
1751883060,45.35522,3399.14526,2000.20215,3.57656
1751883120,45.36071,3399.14526,1995.97705,3.57656
1751883180,45.37719,3399.14526,1995.97705,3.63913
1751883240,45.36071,3385.11353,1993.86438,3.57656
1751883300,45.36071,3385.11353,1993.86438,3.63913
1751883360,45.3717,3414.15479,1989.63928,3.63913
1751883420,45.35522,3385.11353,1989.63928,3.57656
1751883480,45.37719,3385.11353,1987.52673,3.57656
1751883540,45.35522,3385.11353,1985.41418,3.57656
1751883600,45.37719,3385.11353,1983.30164,3.63913
1751883660,45.34973,3385.11353,1983.30164,3.57656
1751883720,45.36071,3385.11353,1983.30164,3.63913
1751883780,45.3717,3399.14526,1983.30164,3.57656
1751883840,45.35522,3371.6665,1983.30164,3.57656
1751883900,45.37719,3385.11353,1983.30164,3.63913
1751883960,45.37719,3385.11353,1983.30164,3.63913
1751884020,45.35522,3358.21924,1983.30164,3.63913
1751884080,45.3717,3371.6665,1981.18909,3.63913
1751884140,45.3717,3385.11353,1981.18909,3.63913
1751884200,45.37719,3385.11353,1981.18909,3.63913
1751884260,45.3717,3385.11353,1981.18909,3.7017
1751884320,45.35522,3385.11353,1981.18909,3.7017
1751884380,45.3717,3385.11353,1981.18909,3.7017
1751884440,45.36621,3385.11353,1981.18909,3.7017
1751884500,45.35522,3371.6665,1981.18909,3.7017
1751884560,45.37719,3371.6665,1979.07654,3.7017
1751884620,45.35522,3371.6665,1979.07654,3.7017
1751884680,45.3717,3385.11353,1976.96399,3.63913
1751884740,45.36621,3385.11353,1976.96399,3.63913
1751884800,45.35522,3385.11353,1974.85144,3.63913
1751884860,45.3717,3385.11353,1972.73889,3.63913
1751884920,45.3717,3385.11353,1972.73889,3.63913
1751884980,45.35522,3385.11353,1970.62634,3.63913
1751885040,45.35522,3371.6665,1970.62634,3.63913
1751885100,45.36071,3371.6665,1968.51379,3.63913
1751885160,45.36071,3385.11353,1966.40125,3.63913
1751885220,45.35522,3385.11353,1966.40125,3.63913
1751885280,45.35522,3371.6665,1964.2887,3.63913
1751885340,45.35522,3385.11353,1964.2887,3.63913
1751885400,45.37719,3385.11353,1962.17615,3.7017
1751885460,45.35522,3371.6665,1962.17615,3.63913
1751885520,45.35522,3371.6665,1962.17615,3.7017
1751885580,45.37719,3371.6665,1962.17615,3.7017
1751885640,45.35522,3371.6665,1960.0636,3.63913
1751885700,45.36621,3385.11353,1960.0636,3.7017
1751885760,45.34973,3371.6665,1960.0636,3.7017
1751885820,45.37719,3385.11353,1957.95105,3.63913
1751885880,45.37719,3385.11353,1960.0636,3.7017
1751885940,45.3717,3385.11353,1960.0636,3.7017
1751886000,45.37719,3371.6665,1960.0636,3.7017
1751886060,45.37719,3358.21924,1962.17615,3.63913
1751886120,45.35522,3371.6665,1962.17615,3.63913
1751886180,45.35522,3371.6665,1964.2887,3.7017
1751886240,45.37719,3371.6665,1966.40125,3.76427
1751886300,45.37719,3371.6665,1966.40125,3.82685
1751886360,45.3717,3371.6665,1968.51379,3.88942
1751886420,45.37719,3385.11353,1970.62634,3.95199
1751886480,45.3717,3371.6665,1970.62634,4.07714
1751886540,45.37719,3385.11353,1974.85144,4.13971
1751886600,45.35522,3358.21924,1974.85144,4.07714
1751886660,45.37719,3385.11353,1976.96399,4.13971
1751886720,45.36621,3371.6665,1979.07654,4.07714
1751886780,45.36621,3385.11353,1981.18909,4.13971
1751886840,45.35522,3358.21924,1981.18909,4.07714
1751886900,45.35522,3385.11353,1983.30164,4.13971
1751886960,45.37719,3385.11353,1985.41418,4.13971
1751887020,45.37719,3385.11353,1985.41418,4.07714
1751887080,45.35522,3385.11353,1987.52673,4.07714
1751887140,45.34973,3385.11353,1989.63928,4.07714
1751887200,45.36071,3385.11353,1991.75183,4.07714
1751887260,45.35522,3385.11353,1991.75183,4.07714
1751887320,45.36621,3385.11353,1993.86438,4.13971
1751887380,45.35522,3385.11353,1998.0896,4.07714
1751887440,45.35522,3385.11353,1995.97705,4.07714
1751887500,45.3717,3371.6665,2000.20215,4.13971
1751887560,45.36621,3385.11353,2000.20215,4.07714
1751887620,45.3717,3399.14526,2002.3147,4.13971
1751887680,45.37719,3371.6665,2004.42725,4.13971
1751887740,45.35522,3385.11353,2004.42725,4.07714
1751887800,45.35522,3385.11353,2006.53979,4.07714
1751887860,45.37719,3371.6665,2006.53979,4.07714
1751887920,45.3717,3385.11353,2008.65234,4.13971
1751887980,45.37719,3371.6665,2010.76489,4.13971
1751888040,45.34973,3399.14526,2010.76489,4.13971
1751888100,45.3717,3385.11353,2010.76489,4.13971
1751888160,45.36071,3414.15479,2010.76489,4.13971
1751888220,45.35522,3399.14526,2010.76489,4.13971
1751888280,45.3717,3429.16431,2010.76489,4.07714
1751888340,45.37719,3399.14526,2008.65234,4.01456
1751888400,45.3717,3414.15479,2006.53979,3.95199
1751888460,45.35522,3385.11353,2006.53979,3.82685
1751888520,45.36621,3429.16431,2004.42725,3.63913
1751888580,45.37719,3414.15479,2002.3147,3.51399
1751888640,45.36071,3414.15479,2000.20215,3.57656
1751888700,45.36071,3399.14526,1995.97705,3.57656
1751888760,45.3717,3385.11353,1995.97705,3.51399
1751888820,45.35522,3385.11353,1993.86438,3.57656
1751888880,45.37719,3385.11353,1991.75183,3.57656
1751888940,45.35522,3385.11353,1991.75183,3.57656
1751889000,45.34973,3385.11353,1989.63928,3.63913
1751889060,45.3717,3399.14526,1987.52673,3.57656
1751889120,45.3717,3385.11353,1987.52673,3.57656
1751889180,45.36071,3385.11353,1985.41418,3.57656
1751889240,45.34973,3399.14526,1983.30164,3.57656
1751889300,45.37719,3385.11353,1983.30164,3.57656
1751889360,45.35522,3371.6665,1981.18909,3.63913
1751889420,45.35522,3371.6665,1981.18909,3.63913
1751889480,45.36071,3385.11353,1981.18909,3.63913
1751889540,45.35522,3399.14526,1981.18909,3.7017
1751889600,45.35522,3385.11353,1983.30164,3.63913
1751889660,45.35522,3385.11353,1983.30164,3.63913
1751889720,45.35522,3358.21924,1981.18909,3.63913
1751889780,45.34973,3399.14526,1981.18909,3.63913
1751889840,45.34973,3371.6665,1981.18909,3.63913
1751889900,45.35522,3385.11353,1981.18909,3.63913
1751889960,45.3717,3385.11353,1979.07654,3.63913
1751890020,45.35522,3385.11353,1979.07654,3.63913
1751890080,45.35522,3399.14526,1979.07654,3.7017
1751890140,45.36071,3371.6665,1976.96399,3.63913
1751890200,45.37719,3385.11353,1976.96399,3.63913
1751890260,45.37719,3385.11353,1974.85144,3.63913
1751890320,45.3717,3371.6665,1974.85144,3.63913
1751890380,45.3717,3385.11353,1972.73889,3.63913
1751890440,45.35522,3385.11353,1972.73889,3.63913
1751890500,45.35522,3385.11353,1970.62634,3.63913
1751890560,45.35522,3385.11353,1968.51379,3.63913
1751890620,45.36621,3385.11353,1968.51379,3.63913
1751890680,45.36621,3358.21924,1966.40125,3.63913
1751890740,45.35522,3371.6665,1964.2887,3.63913
1751890800,45.35522,3385.11353,1964.2887,3.63913
1751890860,45.34973,3371.6665,1962.17615,3.63913
1751890920,45.36071,3358.21924,1962.17615,3.7017
1751890980,45.35522,3385.11353,1962.17615,3.63913
1751891040,45.35522,3358.21924,1960.0636,3.7017
1751891100,45.3717,3371.6665,1962.17615,3.63913
1751891160,45.37719,3371.6665,1960.0636,3.7017
1751891220,45.3717,3371.6665,1960.0636,3.7017
1751891280,45.35522,3385.11353,1960.0636,3.7017
1751891340,45.35522,3371.6665,1960.0636,3.7017
1751891400,45.35522,3385.11353,1960.0636,3.7017
1751891460,45.37719,3358.21924,1960.0636,3.7017
1751891520,45.35522,3358.21924,1960.0636,3.7017
1751891580,45.37719,3371.6665,1962.17615,3.7017
1751891640,45.34973,3385.11353,1962.17615,3.7017
1751891700,45.35522,3358.21924,1964.2887,3.7017
1751891760,45.37719,3371.6665,1966.40125,3.7017
1751891820,45.37719,3385.11353,1966.40125,3.76427
1751891880,45.35522,3371.6665,1968.51379,3.76427
1751891940,45.36621,3371.6665,1968.51379,3.82685
1751892000,45.3717,3358.21924,1968.51379,3.88942
1751892060,45.34973,3371.6665,1972.73889,3.95199
1751892120,45.3717,3371.6665,1972.73889,4.01456
1751892180,45.3717,3371.6665,1976.96399,4.13971
1751892240,45.3717,3371.6665,1979.07654,4.13971
1751892300,45.37719,3385.11353,1981.18909,4.13971
1751892360,45.36621,3371.6665,1981.18909,4.07714
1751892420,45.37719,3371.6665,1983.30164,4.13971
1751892480,45.35522,3371.6665,1985.41418,4.13971
1751892540,45.35522,3371.6665,1987.52673,4.13971
1751892600,45.37719,3385.11353,1989.63928,4.13971
1751892660,45.37719,3371.6665,1989.63928,4.13971
1751892720,45.35522,3371.6665,1989.63928,4.07714
1751892780,45.3717,3385.11353,1993.86438,4.07714
1751892840,45.35522,3399.14526,1993.86438,4.07714
1751892900,45.35522,3385.11353,1993.86438,4.07714
1751892960,45.35522,3385.11353,1995.97705,4.07714
1751893020,45.34973,3399.14526,1998.0896,4.07714
1751893080,45.37719,3358.21924,1998.0896,4.13971
1751893140,45.3717,3385.11353,2000.20215,4.13971
1751893200,45.35522,3385.11353,2002.3147,4.13971
1751893260,45.37719,3385.11353,2004.42725,4.13971
1751893320,45.3717,3399.14526,2004.42725,4.13971
1751893380,45.35522,3385.11353,2008.65234,4.07714
1751893440,45.36621,3371.6665,2006.53979,4.13971
1751893500,45.35522,3399.14526,2008.65234,4.07714
1751893560,45.35522,3385.11353,2008.65234,4.13971
1751893620,45.35522,3399.14526,2010.76489,4.07714
1751893680,45.35522,3399.14526,2010.76489,4.13971
1751893740,45.35522,3385.11353,2008.65234,4.07714
1751893800,45.37719,3414.15479,2008.65234,4.07714
1751893860,45.37719,3385.11353,2008.65234,4.01456
1751893920,45.37719,3414.15479,2008.65234,3.95199
1751893980,45.36621,3414.15479,2004.42725,3.88942
1751894040,45.35522,3429.16431,2002.3147,3.7017
1751894100,45.36071,3414.15479,2002.3147,3.57656
1751894160,45.37719,3414.15479,2000.20215,3.57656
1751894220,45.36071,3385.11353,1998.0896,3.57656
1751894280,45.35522,3385.11353,1995.97705,3.57656
1751894340,45.37719,3385.11353,1993.86438,3.57656
1751894400,45.3717,3385.11353,1991.75183,3.57656
1751894460,45.35522,3385.11353,1989.63928,3.57656
1751894520,45.35522,3385.11353,1989.63928,3.57656
1751894580,45.3717,3385.11353,1987.52673,3.63913
1751894640,45.37719,3385.11353,1987.52673,3.57656
1751894700,45.37719,3371.6665,1985.41418,3.57656
1751894760,45.3717,3371.6665,1983.30164,3.63913
1751894820,45.36071,3371.6665,1983.30164,3.63913
1751894880,45.34973,3371.6665,1983.30164,3.63913
1751894940,45.37719,3385.11353,1981.18909,3.63913
1751895000,45.34973,3385.11353,1983.30164,3.63913
1751895060,45.35522,3371.6665,1981.18909,3.63913
1751895120,45.37719,3371.6665,1983.30164,3.63913
1751895180,45.37719,3371.6665,1983.30164,3.7017
1751895240,45.35522,3385.11353,1983.30164,3.63913
1751895300,45.35522,3371.6665,1983.30164,3.63913
1751895360,45.36071,3385.11353,1983.30164,3.63913
1751895420,45.35522,3385.11353,1983.30164,3.63913
1751895480,45.37719,3385.11353,1983.30164,3.63913
1751895540,45.37719,3385.11353,1981.18909,3.7017
1751895600,45.36071,3385.11353,1981.18909,3.7017
1751895660,45.37719,3385.11353,1981.18909,3.76427
1751895720,45.35522,3371.6665,1981.18909,3.76427
1751895780,45.37719,3385.11353,1981.18909,3.76427
1751895840,45.35522,3371.6665,1979.07654,3.76427
1751895900,45.37719,3385.11353,1979.07654,3.76427
1751895960,45.35522,3371.6665,1979.07654,3.7017
1751896020,45.36621,3371.6665,1976.96399,3.7017
1751896080,45.36621,3371.6665,1974.85144,3.7017
1751896140,45.35522,3385.11353,1972.73889,3.63913
1751896200,45.3717,3385.11353,1970.62634,3.63913
1751896260,45.37719,3385.11353,1970.62634,3.63913
1751896320,45.35522,3358.21924,1968.51379,3.63913
1751896380,45.37719,3385.11353,1968.51379,3.63913
1751896440,45.37719,3385.11353,1966.40125,3.57656
1751896500,45.35522,3385.11353,1964.2887,3.7017
1751896560,45.37719,3385.11353,1964.2887,3.63913
1751896620,45.36621,3371.6665,1964.2887,3.63913
1751896680,45.35522,3358.21924,1962.17615,3.7017
1751896740,45.35522,3371.6665,1962.17615,3.63913
1751896800,45.36621,3371.6665,1962.17615,3.7017
1751896860,45.36071,3385.11353,1962.17615,3.63913
1751896920,45.3717,3385.11353,1960.0636,3.63913
1751896980,45.3717,3371.6665,1960.0636,3.7017
1751897040,45.36071,3385.11353,1960.0636,3.7017
1751897100,45.35522,3371.6665,1962.17615,3.7017
1751897160,45.37719,3385.11353,1962.17615,3.7017
1751897220,45.34973,3385.11353,1964.2887,3.7017
1751897280,45.35522,3371.6665,1964.2887,3.76427
1751897340,45.3717,3385.11353,1966.40125,3.76427
1751897400,45.35522,3385.11353,1966.40125,3.76427
1751897460,45.37719,3371.6665,1968.51379,3.82685
1751897520,45.35522,3371.6665,1970.62634,3.88942
1751897580,45.34973,3344.77222,1970.62634,3.95199
1751897640,45.34973,3371.6665,1972.73889,4.01456
1751897700,45.35522,3385.11353,1974.85144,4.07714
1751897760,45.35522,3385.11353,1976.96399,4.07714
1751897820,45.35522,3358.21924,1979.07654,4.13971
1751897880,45.34973,3371.6665,1981.18909,4.13971
1751897940,45.37719,3371.6665,1981.18909,4.07714
1751898000,45.36621,3358.21924,1983.30164,4.07714
1751898060,45.36071,3371.6665,1985.41418,4.07714
1751898120,45.37719,3371.6665,1989.63928,4.13971
1751898180,45.3717,3371.6665,1989.63928,4.13971
1751898240,45.35522,3385.11353,1991.75183,4.07714
1751898300,45.37719,3385.11353,1993.86438,4.13971
1751898360,45.37719,3385.11353,1993.86438,4.13971
1751898420,45.3717,3385.11353,1995.97705,4.07714
1751898480,45.37719,3385.11353,1998.0896,4.07714
1751898540,45.35522,3385.11353,2000.20215,4.13971
1751898600,45.36621,3385.11353,2000.20215,4.07714
1751898660,45.35522,3385.11353,2002.3147,4.13971
1751898720,45.35522,3385.11353,2004.42725,4.07714
1751898780,45.35522,3371.6665,2004.42725,4.13971
1751898840,45.36621,3385.11353,2006.53979,4.13971
1751898900,45.35522,3385.11353,2008.65234,4.13971
1751898960,45.35522,3385.11353,2008.65234,4.13971
1751899020,45.3717,3385.11353,2019.21509,4.13971
1751899080,45.35522,3385.11353,2010.76489,4.07714
1751899140,45.36071,3385.11353,2012.87744,4.07714
1751899200,45.37719,3399.14526,2012.87744,4.13971
1751899260,45.35522,3399.14526,2012.87744,4.07714
1751899320,45.35522,3414.15479,2012.87744,4.13971
1751899380,45.34973,3414.15479,2010.76489,4.07714
1751899440,45.37719,3399.14526,2008.65234,4.01456
1751899500,45.35522,3399.14526,2008.65234,3.88942
1751899560,45.35522,3414.15479,2006.53979,3.82685
1751899620,45.35522,3414.15479,2004.42725,3.7017
1751899680,45.35522,3429.16431,2002.3147,3.51399
1751899740,45.36071,3414.15479,2000.20215,3.57656
1751899800,45.3717,3414.15479,2000.20215,3.57656
1751899860,45.35522,3399.14526,1998.0896,3.57656
1751899920,45.37719,3399.14526,1995.97705,3.57656
1751899980,45.34973,3399.14526,1993.86438,3.57656
1751900040,45.3717,3371.6665,1991.75183,3.57656
1751900100,45.35522,3371.6665,1989.63928,3.57656
1751900160,45.3717,3385.11353,1991.75183,3.57656
1751900220,45.35522,3385.11353,1987.52673,3.57656
1751900280,45.37719,3385.11353,1985.41418,3.63913
1751900340,45.35522,3371.6665,1985.41418,3.57656
1751900400,45.3717,3399.14526,1985.41418,3.63913
1751900460,45.34973,3371.6665,1983.30164,3.63913
1751900520,45.35522,3385.11353,1981.18909,3.63913
1751900580,45.35522,3385.11353,1981.18909,3.57656
1751900640,45.36621,3399.14526,1981.18909,3.63913
1751900700,45.35522,3371.6665,1981.18909,3.63913
1751900760,45.36071,3371.6665,1981.18909,3.63913
1751900820,45.35522,3399.14526,1983.30164,3.7017
1751900880,45.35522,3385.11353,1983.30164,3.7017
1751900940,45.35522,3385.11353,1981.18909,3.63913
1751901000,45.37719,3385.11353,1983.30164,3.7017
1751901060,45.35522,3385.11353,1983.30164,3.63913
1751901120,45.36621,3385.11353,1983.30164,3.7017
1751901180,45.3717,3399.14526,1983.30164,3.7017
1751901240,45.35522,3399.14526,1981.18909,3.63913
1751901300,45.36621,3385.11353,1981.18909,3.63913
1751901360,45.3717,3385.11353,1981.18909,3.63913
1751901420,45.35522,3371.6665,1979.07654,3.63913
1751901480,45.36621,3385.11353,1979.07654,3.76427
1751901540,45.3717,3371.6665,1979.07654,3.76427
1751901600,45.35522,3385.11353,1976.96399,3.76427
1751901660,45.3717,3371.6665,1976.96399,3.63913
1751901720,45.35522,3371.6665,1974.85144,3.63913
1751901780,45.37719,3385.11353,1972.73889,3.63913
1751901840,45.37719,3399.14526,1972.73889,3.63913
1751901900,45.35522,3358.21924,1970.62634,3.63913
1751901960,45.3717,3385.11353,1970.62634,3.63913
1751902020,45.36071,3385.11353,1968.51379,3.63913
1751902080,45.3717,3385.11353,1968.51379,3.63913
1751902140,45.35522,3358.21924,1966.40125,3.57656
1751902200,45.35522,3371.6665,1966.40125,3.7017
