1752937260,0.99757,0.00573,-0.06041,-0.03436
1752937320,0.99757,0.00573,-0.06041,-0.03436
1752937380,0.99757,0.00573,-0.06041,-0.03436
1752937440,0.99757,0.00573,-0.06041,-0.03436
1752937500,0.99757,0.00573,-0.06041,-0.03436
1752937560,0.99757,0.00573,-0.06041,-0.03436
1752937620,0.99757,0.00573,-0.06041,-0.03436
1752937680,0.99757,0.00573,-0.06041,-0.03436
1752937740,0.99757,0.00573,-0.06041,-0.03436
1752937800,0.99757,0.00573,-0.06041,-0.03436
1752937860,0.99757,0.00573,-0.06041,-0.03436
1752937920,0.99757,0.00573,-0.06041,-0.03436
1752937980,0.99757,0.00573,-0.06041,-0.03436
1752938040,0.99757,0.00573,-0.06041,-0.03436
1752938100,0.99757,0.00573,-0.06041,-0.03436
1752938160,0.99757,0.00573,-0.06041,-0.03436
1752938220,0.99757,0.00573,-0.06041,-0.03436
1752938280,0.99757,0.00573,-0.06041,-0.03436
