1751587260,428.1800591227
1751587320,429.04195826238
1751587380,429.83144862801
1751587440,430.55010922843
1751587500,431.18597251808
1751587560,431.72826771275
1751587620,432.16760767571
1751587680,432.49615210039
1751587740,432.70774455009
1751587800,432.79802056187
1751587860,432.76448709889
1751587920,432.60656930798
1751587980,432.32562619069
1751588040,431.92493390962
1751588100,431.40963711383
1751588160,430.78666895312
1751588220,430.05182371835
1751588280,429.25370410393
1751588340,428.36538396607
1751588400,427.41239040518
1751588460,426.40841005446
1751588520,425.36787440508
1751588580,424.30572032374
1751588640,423.23713751426
1751588700,422.17731102943
1751588760,421.14116277382
1751588820,420.12686393741
1751588880,419.18149184428
1751588940,418.30068393876
1751589000,417.49584823778
1751589060,416.77698100454
1751589120,416.15250173681
1751589180,415.6291144129
1751589240,415.2117014789
1751589300,414.90325215251
1751589360,414.70482651651
1751589420,414.61555611455
1751589480,414.63268097897
1751589540,414.75162223887
1751589600,414.96608869809
1751589660,415.26821529108
1751589720,415.64872911677
1751589780,416.09714271413
1751589840,416.60196649843
1751589900,417.15093890729
1751589960,417.73126852794
1751590020,418.32988361125
1751590080,418.93368416408
1751590140,419.52979187093
1751590200,420.10579324619
1751590260,420.64997164914
1751590320,421.15152441226
1751590380,421.600759413
1751590440,421.98927275916
1751590500,422.31009795703
1751590560,422.55782929218
1751590620,422.7287154033
1751590680,422.8207219591
1751590740,422.83356249556
1751590800,422.76869697422
1751590860,422.62929812566
1751590920,422.42018614555
1751590980,422.14773260724
1751591040,421.81973632931
1751591100,421.44527038453
1751591160,421.03450643713
1751591220,420.59851671284
1751591280,420.14905799716
1751591340,419.69088936375
1751591400,419.2516306279
1751591460,418.83613465011
1751591520,418.45650517464
1751591580,418.12431624844
1751591640,417.85037683105
1751591700,417.64450605512
1751591760,417.51532812781
1751591820,417.47008764986
1751591880,417.51449061113
1751591940,417.65257418858
1751592000,417.88660814239
1751592060,418.2170299578
1751592120,418.64241517224
1751592180,419.15948357956
1751592240,419.7631416678
1751592300,420.44655790792
1751592360,421.20127554162
1751592420,422.01735248421
1751592480,422.88353139182
1751592540,423.78743413519
1751592600,424.71577716604
1751592660,425.6546035343
1751592720,426.58952706872
1751592780,427.5059840922
1751592840,428.38948800301
1751592900,429.22588210726
1751592960,430.00158672485
1751593020,430.70383327407
1751593080,431.32088906594
1751593140,431.84225871678
1751593200,432.25886683921
1751593260,432.56321592005
1751593320,432.74951747729
1751593380,432.81379448877
1751593440,432.75395353715
1751593500,432.56982557548
1751593560,432.26317468071
1751593620,431.837674304
1751593680,431.29885318858
1751593740,430.65400723587
1751593800,429.91208427669
1751593860,429.08353935091
1751593920,428.18016420742
1751593980,427.21489337951
1751594040,426.18437677367
1751594100,425.13716917484
1751594160,424.07175391516
1751594220,423.00334580785
1751594280,421.94709440857
1751594340,420.91782878686
1751594400,419.92980348597
1751594460,418.99645468705
1751594520,418.13017053095
1751594580,417.34208008035
1751594640,416.64186511574
1751594700,416.03759856274
1751594760,415.53561285065
1751594820,415.14040091321
1751594880,414.85455172071
1751594940,414.6787226626
1751595000,414.61164663997
1751595060,414.6501774689
1751595120,414.78936951923
1751595180,415.02259112371
1751595240,415.34166906552
1751595300,415.73706104977
1751595360,416.1980525197
