1752937260,0.00427,-0.06452,0.00024
1752937320,0.00427,-0.06452,0.00024
1752937380,0.00427,-0.06452,0.00024
1752937440,0.00427,-0.06452,0.00024
1752937500,0.00427,-0.06452,0.00024
1752937560,0.00427,-0.06452,0.00024
1752937620,0.00427,-0.06452,0.00024
1752937680,0.00427,-0.06452,0.00024
1752937740,0.00427,-0.06452,0.00024
1752937800,0.00427,-0.06452,0.00024
1752937860,0.00427,-0.06452,0.00024
1752937920,0.00427,-0.06452,0.00024
1752937980,0.00427,-0.06452,0.00024
1752938040,0.00427,-0.06452,0.00024
1752938100,0.00427,-0.06452,0.00024
1752938160,0.00427,-0.06452,0.00024
1752938220,0.00427,-0.06452,0.00024
1752938280,0.00427,-0.06452,0.00024
1752938340,0.00427,-0.06452,0.00024
1752938400,0.00427,-0.06452,0.00024
1752938460,0.00427,-0.06452,0.00024
1752938520,0.00427,-0.06452,0.00024
1752938580,0.00427,-0.06452,0.00024
1752938640,0.00427,-0.06452,0.00024
1752938700,0.00427,-0.06452,0.00024
1752938760,0.00427,-0.06452,0.00024
1752938820,0.00427,-0.06452,0.00024
1752938880,0.00427,-0.06452,0.00024
1752938940,0.00427,-0.06452,0.00024
1752939000,0.00427,-0.06452,0.00024
