1748293980,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748294040,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748294100,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748294160,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748294220,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748294280,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748294340,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748294400,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748294460,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748294520,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748294580,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748294640,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748294700,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748294760,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748294820,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748294880,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748294940,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748295000,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748295060,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748295120,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748295180,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748295240,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748295300,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748295360,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748295420,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748295480,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748295540,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748295600,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748295660,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748295720,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748295780,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748295840,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748295900,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748295960,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748296020,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748296080,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748296140,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748296200,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748296260,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748296320,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748296380,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748296440,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748296500,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748296560,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748296620,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748296680,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748296740,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748296800,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748296860,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748296920,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748296980,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748297040,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748297100,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748297160,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748297220,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748297280,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748297340,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748297400,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748297460,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748297520,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748297580,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748297640,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748297700,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748297760,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748297820,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748297880,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748297940,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748298000,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748298060,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748298120,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748298180,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
1748298240,-120.00234,-39.99849,-80.0011,-59.99774,40.00124,-119.99958,-19.9965
