timestamp,SSRMS SR Measured Joint Position [°],SSRMS SY Measured Joint Position [°],SSRMS SP Measured Joint Position [°],SSRMS EP Measured Joint Position [°],SSRMS WP Measured Joint Position [°],SSRMS WY Measured Joint Position [°],SSRMS WR Measured Joint Position [°]
1751590980,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751591040,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751591100,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751591160,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751591220,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751591280,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751591340,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751591400,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751591460,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751591520,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751591580,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751591640,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751591700,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751591760,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751591820,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751591880,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751591940,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751592000,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751592060,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751592120,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751592180,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751592240,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751592300,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751592360,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751592420,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751592480,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751592540,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751592600,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
