timestamp,SSRMS SR Measured Joint Position [°],SSRMS SY Measured Joint Position [°],SSRMS SP Measured Joint Position [°],SSRMS EP Measured Joint Position [°],SSRMS WP Measured Joint Position [°],SSRMS WY Measured Joint Position [°],SSRMS WR Measured Joint Position [°]
1751777160,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751777220,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751777280,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751777340,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751777400,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751777460,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751777520,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751777580,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751777640,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751777700,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751777760,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751777820,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751777880,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751777940,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751778000,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751778060,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751778120,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751778180,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751778240,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751778300,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751778360,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751778420,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751778480,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751778540,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751778600,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751778660,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751778720,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751778780,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751778840,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751778900,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751778960,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751779020,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751779080,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751779140,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751779200,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751779260,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751779320,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751779380,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751779440,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751779500,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751779560,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751779620,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751779680,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751779740,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751779800,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751779860,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751779920,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751779980,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751780040,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751780100,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751780160,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751780220,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751780280,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751780340,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751780400,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751780460,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751780520,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751780580,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751780640,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751780700,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751780760,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751780820,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751780880,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751780940,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751781000,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751781060,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751781120,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751781180,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751781240,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751781300,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751781361,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751781420,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751781480,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751781540,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751781600,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751781660,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751781720,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751781780,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751781840,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751781900,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751781960,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751782020,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751782080,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751782140,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751782200,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751782260,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751782320,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751782380,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751782440,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751782500,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751782560,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751782620,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751782680,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751782740,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751782800,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751782860,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751782920,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751782980,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751783040,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751783100,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751783160,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751783220,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751783280,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751783340,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751783400,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751783460,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751783520,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751783580,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751783640,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751783700,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751783760,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751783820,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751783880,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751783940,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751784000,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751784060,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751784120,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751784180,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751784240,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751784300,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751784360,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751784420,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751784480,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751784540,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751784600,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751784660,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751784720,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751784780,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751784840,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751784900,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751784960,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751785020,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751785080,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751785140,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751785200,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751785260,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751785320,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751785380,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751785440,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751785500,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751785560,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751785620,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751785680,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751785740,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751785800,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751785860,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751785920,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751785980,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751786040,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751786100,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751786160,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751786220,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751786280,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751786340,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751786400,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751786460,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751786520,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751786580,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751786640,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751786700,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751786760,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751786820,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751786880,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751786940,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751787000,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751787060,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751787120,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751787180,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751787240,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751787300,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751787360,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751787420,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751787480,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751787540,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751787600,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751787660,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751787720,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751787780,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751787840,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751787900,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751787960,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751788020,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751788080,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751788140,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751788200,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751788260,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751788320,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751788380,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751788440,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751788500,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751788560,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751788620,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751788680,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751788740,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751788800,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751788860,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751788920,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751788980,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751789040,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751789100,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751789160,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751789220,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751789280,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751789340,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751789400,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751789460,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751789520,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751789580,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751789640,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751789700,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751789760,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751789820,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751789880,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751789940,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751790000,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751790060,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751790120,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
1751790180,1.49242,154.99415,-202.00398,140.00192,189.99524,-84.99782,-200.00137
