1752937260,48.36942,76.11731,4.375,17.10697
1752937320,48.36942,76.11731,4.375,17.10697
1752937380,48.36942,76.11731,4.375,17.10697
1752937440,48.36942,76.11731,4.375,17.10697
1752937500,48.36942,76.11731,4.375,17.10697
1752937560,48.36942,76.11731,4.375,17.10697
1752937620,48.36942,76.11731,4.375,17.10697
1752937680,48.36942,76.11731,4.375,17.10697
1752937740,48.36942,76.11731,4.375,17.10697
1752937800,48.36942,76.11731,4.375,17.10697
1752937860,48.36942,76.11731,4.375,17.10697
1752937920,48.36942,76.11731,4.375,17.10697
1752937980,48.36942,76.11731,4.375,17.10697
1752938040,48.36942,76.11731,4.375,17.10697
1752938100,48.36942,76.11731,4.375,17.10697
1752938160,48.36942,76.11731,4.375,17.10697
1752938220,48.36942,76.11731,4.375,17.10697
1752938280,48.36942,76.11731,4.375,17.10697
1752938340,48.36942,76.11731,4.375,17.10697
1752938400,48.36942,76.11731,4.375,17.10697
1752938460,48.36942,76.11731,4.375,17.10697
1752938520,48.36942,76.11731,4.375,17.10697
1752938580,48.36942,76.11731,4.375,17.10697
1752938640,48.36942,76.11731,4.375,17.10697
1752938700,48.36942,76.11731,4.375,17.10697
1752938760,48.36942,76.11731,4.375,17.10697
1752938820,48.36942,76.11731,4.375,17.10697
1752938880,48.36942,76.11731,4.375,17.10697
1752938940,48.36942,76.11731,4.375,17.10697
1752939000,48.36942,76.11731,4.375,17.10697
1752939060,48.36942,76.11731,4.375,17.10697
1752939120,48.36942,76.11731,4.375,17.10697
1752939180,48.36942,76.11731,4.375,17.10697
1752939240,48.36942,76.11731,4.375,17.10697
1752939300,48.36942,76.11731,4.375,17.10697
1752939360,48.36942,76.11731,4.375,17.10697
1752939420,48.36942,76.11731,4.375,17.10697
1752939480,48.36942,76.11731,4.375,17.10697
1752939540,48.36942,76.11731,4.375,17.10697
1752939600,48.36942,76.11731,4.375,17.10697
1752939660,48.36942,76.11731,4.375,17.10697
1752939720,48.36942,76.11731,4.375,17.10697
1752939780,48.36942,76.11731,4.375,17.10697
1752939840,48.36942,76.11731,4.375,17.10697
1752939900,48.36942,76.11731,4.375,17.10697
1752939960,48.36942,76.11731,4.375,17.10697
1752940020,48.36942,76.11731,4.375,17.10697
1752940080,48.36942,76.11731,4.375,17.10697
1752940140,48.36942,76.11731,4.375,17.10697
1752940200,48.36942,76.11731,4.375,17.10697
1752940260,48.36942,76.11731,4.375,17.10697
1752940320,48.36942,76.11731,4.375,17.10697
1752940380,48.36942,76.11731,4.375,17.10697
1752940440,48.36942,76.11731,4.375,17.10697
1752940500,48.36942,76.11731,4.375,17.10697
1752940560,48.36942,76.11731,4.375,17.10697
1752940620,48.36942,76.11731,4.375,17.10697
1752940680,48.36942,76.11731,4.375,17.10697
1752940740,48.36942,76.11731,4.375,17.10697
1752940800,48.36942,76.11731,4.375,17.10697
1752940860,48.36942,76.11731,4.375,17.10697
1752940920,48.36942,76.11731,4.375,17.10697
